user_mood,physical_focus,fitness_level,target_avg_hr,duration_minutes,recommended_sequence
Lethargic,Core,Beginner,104,50,10m Dynamic Stretching (Arm Circles - Leg Swings - Torso Twists) | 30m Light Bodyweight Circuit (Incline Pushups - Bodyweight Squats - Glute Bridges) | 10m Walk (Brisk Pace - Deep Breathing - Posture Check)
Focused,Lower Body,Beginner,124,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Happy,Lower Body,Intermediate,132,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Happy,Lower Body,Intermediate,133,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Happy,Lower Body,Intermediate,136,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Angry,Lower Body,Beginner,140,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Focused,Lower Body,Advanced,149,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Focused,Lower Body,Advanced,150,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Energetic,Lower Body,Intermediate,150,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Energetic,Lower Body,Intermediate,151,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Energetic,Lower Body,Advanced,169,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Angry,Lower Body,Advanced,172,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Angry,Upper Body,Intermediate,156,50,10m Jump Rope (Basic Bounce - Alternating Feet - Double Unders) | 30m Heavy Bag/Shadow Boxing (Jab-Cross combos - Bob & Weave - Hooks/Uppercuts) | 10m Core & Cooldown (Plank - Russian Twists - Shoulder Stretch)
Angry,Upper Body,Intermediate,158,50,10m Jump Rope (Basic Bounce - Alternating Feet - Double Unders) | 30m Heavy Bag/Shadow Boxing (Jab-Cross combos - Bob & Weave - Hooks/Uppercuts) | 10m Core & Cooldown (Plank - Russian Twists - Shoulder Stretch)
Angry,Upper Body,Intermediate,159,50,10m Jump Rope (Basic Bounce - Alternating Feet - Double Unders) | 30m Heavy Bag/Shadow Boxing (Jab-Cross combos - Bob & Weave - Hooks/Uppercuts) | 10m Core & Cooldown (Plank - Russian Twists - Shoulder Stretch)
Sore,Full Body Cardio,Beginner,104,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Sore,Full Body Cardio,Intermediate,119,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Happy,Full Body Cardio,Beginner,121,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Sore,Full Body Cardio,Advanced,131,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Focused,Full Body Cardio,Intermediate,131,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Sore,Full Body Cardio,Advanced,135,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Focused,Full Body Cardio,Intermediate,138,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Sore,Full Body Cardio,Advanced,140,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Energetic,Full Body Cardio,Beginner,143,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Angry,Full Body Cardio,Beginner,145,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Sore,Upper Body,Beginner,110,50,10m Warmup (Jumping Jacks - High Knees - Arm Swings) | 30m Mixed Functional Fitness (Kettlebell Swings - Box Jumps - Pushups) | 10m Cooldown (Static Stretching - Foam Rolling - Deep Breathing)
Sore,Upper Body,Intermediate,115,50,10m Warmup (Jumping Jacks - High Knees - Arm Swings) | 30m Mixed Functional Fitness (Kettlebell Swings - Box Jumps - Pushups) | 10m Cooldown (Static Stretching - Foam Rolling - Deep Breathing)
Sore,Upper Body,Intermediate,119,50,10m Warmup (Jumping Jacks - High Knees - Arm Swings) | 30m Mixed Functional Fitness (Kettlebell Swings - Box Jumps - Pushups) | 10m Cooldown (Static Stretching - Foam Rolling - Deep Breathing)
Happy,Upper Body,Intermediate,134,50,10m Warmup (Jumping Jacks - High Knees - Arm Swings) | 30m Mixed Functional Fitness (Kettlebell Swings - Box Jumps - Pushups) | 10m Cooldown (Static Stretching - Foam Rolling - Deep Breathing)
Happy,Upper Body,Intermediate,138,50,10m Warmup (Jumping Jacks - High Knees - Arm Swings) | 30m Mixed Functional Fitness (Kettlebell Swings - Box Jumps - Pushups) | 10m Cooldown (Static Stretching - Foam Rolling - Deep Breathing)
Focused,Upper Body,Advanced,146,50,10m Warmup (Jumping Jacks - High Knees - Arm Swings) | 30m Mixed Functional Fitness (Kettlebell Swings - Box Jumps - Pushups) | 10m Cooldown (Static Stretching - Foam Rolling - Deep Breathing)
Focused,Upper Body,Advanced,152,50,10m Warmup (Jumping Jacks - High Knees - Arm Swings) | 30m Mixed Functional Fitness (Kettlebell Swings - Box Jumps - Pushups) | 10m Cooldown (Static Stretching - Foam Rolling - Deep Breathing)
Focused,Upper Body,Advanced,154,50,10m Warmup (Jumping Jacks - High Knees - Arm Swings) | 30m Mixed Functional Fitness (Kettlebell Swings - Box Jumps - Pushups) | 10m Cooldown (Static Stretching - Foam Rolling - Deep Breathing)
Lethargic,Active Recovery,Beginner,102,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Sore,Active Recovery,Beginner,104,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Active Recovery,Beginner,115,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Upper Body,Beginner,115,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Core,Beginner,117,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Active Recovery,Beginner,118,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Lethargic,Active Recovery,Intermediate,121,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Full Body Cardio,Beginner,122,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Full Body Cardio,Beginner,122,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Lethargic,Flexibility,Intermediate,122,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Full Body Cardio,Beginner,123,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Active Recovery,Beginner,123,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Lethargic,Flexibility,Intermediate,124,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Sore,Active Recovery,Intermediate,124,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Focused,Active Recovery,Beginner,125,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Lethargic,Flexibility,Advanced,133,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Active Recovery,Intermediate,134,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Focused,Flexibility,Intermediate,134,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Full Body Cardio,Intermediate,136,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Lethargic,Flexibility,Advanced,137,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Angry,Flexibility,Beginner,138,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Sore,Active Recovery,Advanced,138,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Sore,Flexibility,Advanced,138,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Lower Body,Intermediate,140,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Focused,Flexibility,Intermediate,140,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Happy,Flexibility,Intermediate,140,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Full Body Cardio,Advanced,145,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Lower Body,Advanced,146,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Upper Body,Advanced,147,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Active Recovery,Advanced,147,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Active Recovery,Advanced,147,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Core,Advanced,148,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Full Body Cardio,Advanced,149,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Flexibility,Advanced,149,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Lower Body,Advanced,150,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Upper Body,Advanced,151,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Focused,Active Recovery,Advanced,153,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Angry,Flexibility,Intermediate,153,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Core,Advanced,153,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Focused,Active Recovery,Advanced,153,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Energetic,Flexibility,Intermediate,153,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Full Body Cardio,Advanced,155,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Happy,Flexibility,Advanced,155,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Energetic,Active Recovery,Intermediate,156,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Angry,Flexibility,Advanced,168,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Energetic,Flexibility,Advanced,175,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Sore,Core,Beginner,102,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Sore,Core,Beginner,108,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Happy,Core,Beginner,120,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Focused,Core,Intermediate,133,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Happy,Core,Intermediate,138,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
